decision,simulation,incremental_profit_usd,roi
Hibrido certificado,6098,-112197.36,-0.8014
Ventana conservadora,6099,45619.96,2.5344
Arbitraje agresivo,6099,-47114.75,-0.4959
Servicios de regulacion,6099,-19802.24,-0.7072
Hibrido certificado,6099,-102291.58,-0.7307
Ventana conservadora,6100,67076.23,3.7265
Arbitraje agresivo,6100,-50909.98,-0.5359
Servicios de regulacion,6100,-12707.64,-0.4538
Hibrido certificado,6100,17558.61,0.1254
Ventana conservadora,6101,49126.06,2.7292
Arbitraje agresivo,6101,-43627.35,-0.4592
Servicios de regulacion,6101,-21954.07,-0.7841
Hibrido certificado,6101,-155472.11,-1.1105
Ventana conservadora,6102,59385.41,3.2992
Arbitraje agresivo,6102,-40184.96,-0.423
Servicios de regulacion,6102,-25832.14,-0.9226
Hibrido certificado,6102,-95802.41,-0.6843
Ventana conservadora,6103,54134.07,3.0074
Arbitraje agresivo,6103,21972.75,0.2313
Servicios de regulacion,6103,-16854.12,-0.6019
Hibrido certificado,6103,-126742.3,-0.9053
Ventana conservadora,6104,52266.95,2.9037
Arbitraje agresivo,6104,-5713.99,-0.0601
Servicios de regulacion,6104,-20675.74,-0.7384
Hibrido certificado,6104,69179.01,0.4941
Ventana conservadora,6105,35855.54,1.992
Arbitraje agresivo,6105,10296.63,0.1084
Servicios de regulacion,6105,-21092.88,-0.7533
Hibrido certificado,6105,-116060.27,-0.829
Ventana conservadora,6106,65558.09,3.6421
Arbitraje agresivo,6106,-32844.37,-0.3457
Servicios de regulacion,6106,-17062.75,-0.6094
Hibrido certificado,6106,-85779.21,-0.6127
Ventana conservadora,6107,55328.41,3.0738
Arbitraje agresivo,6107,-29083.53,-0.3061
Servicios de regulacion,6107,-16664.42,-0.5952
Hibrido certificado,6107,-56901.47,-0.4064
Ventana conservadora,6108,69338.77,3.8522
Arbitraje agresivo,6108,-55213.76,-0.5812
Servicios de regulacion,6108,-22895.27,-0.8177
Hibrido certificado,6108,-166943.76,-1.1925
Ventana conservadora,6109,63403.15,3.5224
Arbitraje agresivo,6109,-21788.23,-0.2293
Servicios de regulacion,6109,-15220.05,-0.5436
Hibrido certificado,6109,-184047.64,-1.3146
Ventana conservadora,6110,39302.02,2.1834
Arbitraje agresivo,6110,31469.04,0.3313
Servicios de regulacion,6110,-20125.51,-0.7188
Hibrido certificado,6110,86971.18,0.6212
Ventana conservadora,6111,52133.15,2.8963
Arbitraje agresivo,6111,-36162.77,-0.3807
Servicios de regulacion,6111,-22766.88,-0.8131
Hibrido certificado,6111,-46957.41,-0.3354
Ventana conservadora,6112,40329.11,2.2405
Arbitraje agresivo,6112,-67776.59,-0.7134
Servicios de regulacion,6112,-8182.76,-0.2922
Hibrido certificado,6112,-135706.13,-0.9693
Ventana conservadora,6113,72591.85,4.0329
Arbitraje agresivo,6113,-20181.09,-0.2124
Servicios de regulacion,6113,-12224.92,-0.4366
Hibrido certificado,6113,40145.75,0.2868
Ventana conservadora,6114,61029.25,3.3905
Arbitraje agresivo,6114,-21553.27,-0.2269
Servicios de regulacion,6114,-19970.76,-0.7132
Hibrido certificado,6114,-117695.53,-0.8407
Ventana conservadora,6115,44970.81,2.4984
Arbitraje agresivo,6115,-38115.09,-0.4012
Servicios de regulacion,6115,-19086.89,-0.6817
Hibrido certificado,6115,-113485.44,-0.8106
Ventana conservadora,6116,57068.1,3.1705
Arbitraje agresivo,6116,-44720.64,-0.4707
Servicios de regulacion,6116,-21845.02,-0.7802
Hibrido certificado,6116,-71725.23,-0.5123
Ventana conservadora,6117,68099.32,3.7833
Arbitraje agresivo,6117,-9200.96,-0.0969
Servicios de regulacion,6117,-16163.45,-0.5773
Hibrido certificado,6117,-158259.7,-1.1304
Ventana conservadora,6118,59376.22,3.2987
Arbitraje agresivo,6118,1634.32,0.0172
Servicios de regulacion,6118,-18872.78,-0.674
Hibrido certificado,6118,-129622.75,-0.9259
Ventana conservadora,6119,69101.5,3.839
Arbitraje agresivo,6119,-13987.25,-0.1472
Servicios de regulacion,6119,-29889.59,-1.0675
Hibrido certificado,6119,-78692.66,-0.5621
Ventana conservadora,6120,53546.27,2.9748
Arbitraje agresivo,6120,38372.84,0.4039
Servicios de regulacion,6120,-14139.03,-0.505
Hibrido certificado,6120,40569.57,0.2898
Ventana conservadora,6121,49380.96,2.7434
Arbitraje agresivo,6121,-52742.22,-0.5552
Servicios de regulacion,6121,-21978.21,-0.7849
Hibrido certificado,6121,-138538.74,-0.9896
Ventana conservadora,6122,39765.2,2.2092
Arbitraje agresivo,6122,-32146.0,-0.3384
Servicios de regulacion,6122,-13247.89,-0.4731
Hibrido certificado,6122,-147939.11,-1.0567
Ventana conservadora,6123,59466.82,3.3037
Arbitraje agresivo,6123,-50300.05,-0.5295
Servicios de regulacion,6123,-20716.83,-0.7399
Hibrido certificado,6123,-135141.55,-0.9653
Ventana conservadora,6124,56914.13,3.1619
Arbitraje agresivo,6124,-39349.82,-0.4142
Servicios de regulacion,6124,-17493.75,-0.6248
Hibrido certificado,6124,-12233.57,-0.0874
Ventana conservadora,6125,57402.18,3.189
Arbitraje agresivo,6125,-22656.78,-0.2385
Servicios de regulacion,6125,-15053.02,-0.5376
Hibrido certificado,6125,-146265.65,-1.0448
Ventana conservadora,6126,51437.99,2.8577
Arbitraje agresivo,6126,19425.49,0.2045
Servicios de regulacion,6126,-17533.07,-0.6262
Hibrido certificado,6126,-145674.36,-1.0405
Ventana conservadora,6127,66122.3,3.6735
Arbitraje agresivo,6127,-64199.27,-0.6758
Servicios de regulacion,6127,-14553.66,-0.5198
Hibrido certificado,6127,-119929.69,-0.8566
Ventana conservadora,6128,46491.22,2.5828
Arbitraje agresivo,6128,15605.94,0.1643
Servicios de regulacion,6128,-18429.49,-0.6582
Hibrido certificado,6128,-64375.97,-0.4598
Ventana conservadora,6129,56504.74,3.1392
Arbitraje agresivo,6129,-54221.53,-0.5708
Servicios de regulacion,6129,-16353.2,-0.584
Hibrido certificado,6129,-64704.39,-0.4622
Ventana conservadora,6130,64180.19,3.5656
Arbitraje agresivo,6130,-21830.52,-0.2298
Servicios de regulacion,6130,-22699.94,-0.8107
Hibrido certificado,6130,-115375.89,-0.8241
Ventana conservadora,6131,52822.96,2.9346
Arbitraje agresivo,6131,-83495.79,-0.8789
Servicios de regulacion,6131,-18086.41,-0.6459
Hibrido certificado,6131,-121609.53,-0.8686
Ventana conservadora,6132,69058.41,3.8366
Arbitraje agresivo,6132,-26961.65,-0.2838
Servicios de regulacion,6132,-18830.5,-0.6725
Hibrido certificado,6132,-181183.98,-1.2942
Ventana conservadora,6133,73393.59,4.0774
Arbitraje agresivo,6133,-50527.79,-0.5319
Servicios de regulacion,6133,-15479.23,-0.5528
Hibrido certificado,6133,-146235.77,-1.0445
Ventana conservadora,6134,53409.71,2.9672
Arbitraje agresivo,6134,-9965.54,-0.1049
Servicios de regulacion,6134,-21680.39,-0.7743
Hibrido certificado,6134,-120150.19,-0.8582
Ventana conservadora,6135,55389.16,3.0772
Arbitraje agresivo,6135,-47073.0,-0.4955
Servicios de regulacion,6135,-14621.31,-0.5222
Hibrido certificado,6135,-129217.19,-0.923
Ventana conservadora,6136,63658.67,3.5366
Arbitraje agresivo,6136,-38688.21,-0.4072
Servicios de regulacion,6136,-21928.17,-0.7831
Hibrido certificado,6136,-151225.14,-1.0802
Ventana conservadora,6137,55327.6,3.0738
Arbitraje agresivo,6137,-11096.4,-0.1168
Servicios de regulacion,6137,-21296.23,-0.7606
Hibrido certificado,6137,-132899.61,-0.9493
Ventana conservadora,6138,64596.99,3.5887
Arbitraje agresivo,6138,-27454.74,-0.289
Servicios de regulacion,6138,-20603.66,-0.7358
Hibrido certificado,6138,-102379.61,-0.7313
Ventana conservadora,6139,41964.83,2.3314
Arbitraje agresivo,6139,-32053.49,-0.3374
Servicios de regulacion,6139,-18302.27,-0.6537
Hibrido certificado,6139,-116831.07,-0.8345
Ventana conservadora,6140,66793.54,3.7108
Arbitraje agresivo,6140,-22998.05,-0.2421
Servicios de regulacion,6140,-21371.32,-0.7633
Hibrido certificado,6140,-147836.82,-1.056
Ventana conservadora,6141,63490.97,3.5273
Arbitraje agresivo,6141,-14357.44,-0.1511
Servicios de regulacion,6141,-18374.37,-0.6562
Hibrido certificado,6141,-136649.92,-0.9761
Ventana conservadora,6142,43810.65,2.4339
Arbitraje agresivo,6142,-63223.66,-0.6655
Servicios de regulacion,6142,-26322.13,-0.9401
Hibrido certificado,6142,-124351.7,-0.8882
Ventana conservadora,6143,61446.29,3.4137
Arbitraje agresivo,6143,-24755.07,-0.2606
Servicios de regulacion,6143,-23888.32,-0.8532
Hibrido certificado,6143,-129670.54,-0.9262
Ventana conservadora,6144,66405.99,3.6892
Arbitraje agresivo,6144,-73009.14,-0.7685
Servicios de regulacion,6144,-17138.5,-0.6121
Hibrido certificado,6144,-146984.65,-1.0499
Ventana conservadora,6145,64313.63,3.573
Arbitraje agresivo,6145,-1415.76,-0.0149
Servicios de regulacion,6145,-20128.15,-0.7189
Hibrido certificado,6145,-115496.29,-0.825
Ventana conservadora,6146,83614.35,4.6452
Arbitraje agresivo,6146,-9638.85,-0.1015
Servicios de regulacion,6146,-5966.62,-0.2131
Hibrido certificado,6146,-153909.07,-1.0994
Ventana conservadora,6147,63882.91,3.5491
Arbitraje agresivo,6147,-59009.59,-0.6212
Servicios de regulacion,6147,-19448.3,-0.6946
Hibrido certificado,6147,-121067.04,-0.8648
Ventana conservadora,6148,63948.76,3.5527
Arbitraje agresivo,6148,-33995.81,-0.3579
Servicios de regulacion,6148,-21634.09,-0.7726
Hibrido certificado,6148,133031.32,0.9502
Ventana conservadora,6149,67288.53,3.7383
Arbitraje agresivo,6149,-18974.17,-0.1997
Servicios de regulacion,6149,-22905.63,-0.8181
Hibrido certificado,6149,-100220.77,-0.7159
Ventana conservadora,6150,55902.08,3.1057
Arbitraje agresivo,6150,-87145.82,-0.9173
Servicios de regulacion,6150,-21915.51,-0.7827
Hibrido certificado,6150,-138918.3,-0.9923
Ventana conservadora,6151,64251.43,3.5695
Arbitraje agresivo,6151,-8426.26,-0.0887
Servicios de regulacion,6151,-18074.27,-0.6455
Hibrido certificado,6151,-134570.01,-0.9612
Ventana conservadora,6152,50370.84,2.7984
Arbitraje agresivo,6152,-60357.27,-0.6353
Servicios de regulacion,6152,-12875.82,-0.4599
Hibrido certificado,6152,-158552.06,-1.1325
Ventana conservadora,6153,50146.75,2.7859
Arbitraje agresivo,6153,-72682.6,-0.7651
Servicios de regulacion,6153,-20285.63,-0.7245
Hibrido certificado,6153,-118317.97,-0.8451
Ventana conservadora,6154,47262.66,2.6257
Arbitraje agresivo,6154,-17800.7,-0.1874
Servicios de regulacion,6154,-22525.32,-0.8045
Hibrido certificado,6154,-123328.98,-0.8809
Ventana conservadora,6155,39152.52,2.1751
Arbitraje agresivo,6155,-28096.36,-0.2958
Servicios de regulacion,6155,-16724.18,-0.5973
Hibrido certificado,6155,-124825.08,-0.8916
Ventana conservadora,6156,58466.07,3.2481
Arbitraje agresivo,6156,-66463.25,-0.6996
Servicios de regulacion,6156,-17656.44,-0.6306
Hibrido certificado,6156,-120208.71,-0.8586
Ventana conservadora,6157,41916.8,2.3287
Arbitraje agresivo,6157,-21191.62,-0.2231
Servicios de regulacion,6157,-18361.59,-0.6558
Hibrido certificado,6157,-146750.46,-1.0482
Ventana conservadora,6158,54187.09,3.0104
Arbitraje agresivo,6158,-81489.11,-0.8578
Servicios de regulacion,6158,-19754.61,-0.7055
Hibrido certificado,6158,-142067.28,-1.0148
Ventana conservadora,6159,61653.75,3.4252
Arbitraje agresivo,6159,8918.89,0.0939
Servicios de regulacion,6159,-12970.16,-0.4632
Hibrido certificado,6159,-174883.7,-1.2492
Ventana conservadora,6160,67986.31,3.777
Arbitraje agresivo,6160,-44181.09,-0.4651
Servicios de regulacion,6160,-19530.73,-0.6975
Hibrido certificado,6160,-133009.54,-0.9501
Ventana conservadora,6161,67057.34,3.7254
Arbitraje agresivo,6161,9766.53,0.1028
Servicios de regulacion,6161,-19817.21,-0.7078
Hibrido certificado,6161,-138494.32,-0.9892
Ventana conservadora,6162,53587.4,2.9771
Arbitraje agresivo,6162,-71286.39,-0.7504
Servicios de regulacion,6162,-22529.33,-0.8046
Hibrido certificado,6162,-98014.98,-0.7001
Ventana conservadora,6163,49168.04,2.7316
Arbitraje agresivo,6163,-83144.34,-0.8752
Servicios de regulacion,6163,-21247.65,-0.7588
Hibrido certificado,6163,-123379.84,-0.8813
Ventana conservadora,6164,69396.09,3.8553
Arbitraje agresivo,6164,28836.25,0.3035
Servicios de regulacion,6164,-25568.7,-0.9132
Hibrido certificado,6164,-78682.84,-0.562
Ventana conservadora,6165,60391.72,3.3551
Arbitraje agresivo,6165,-48872.57,-0.5144
Servicios de regulacion,6165,-22417.51,-0.8006
Hibrido certificado,6165,-100318.06,-0.7166
Ventana conservadora,6166,66365.83,3.687
Arbitraje agresivo,6166,-75979.11,-0.7998
Servicios de regulacion,6166,-19381.99,-0.6922
Hibrido certificado,6166,-117901.57,-0.8422
Ventana conservadora,6167,61651.04,3.4251
Arbitraje agresivo,6167,10718.49,0.1128
Servicios de regulacion,6167,-16540.88,-0.5907
Hibrido certificado,6167,-145512.63,-1.0394
Ventana conservadora,6168,62294.79,3.4608
Arbitraje agresivo,6168,34235.26,0.3604
Servicios de regulacion,6168,-20463.19,-0.7308
Hibrido certificado,6168,-96159.43,-0.6869
Ventana conservadora,6169,54819.14,3.0455
Arbitraje agresivo,6169,-39742.48,-0.4183
Servicios de regulacion,6169,-20329.44,-0.7261
Hibrido certificado,6169,14085.32,0.1006
Ventana conservadora,6170,48800.69,2.7111
Arbitraje agresivo,6170,-24070.9,-0.2534
Servicios de regulacion,6170,-17713.11,-0.6326
Hibrido certificado,6170,-130135.78,-0.9295
Ventana conservadora,6171,71730.53,3.985
Arbitraje agresivo,6171,-40414.05,-0.4254
Servicios de regulacion,6171,-16974.3,-0.6062
Hibrido certificado,6171,-158754.54,-1.134
Ventana conservadora,6172,52211.88,2.9007
Arbitraje agresivo,6172,-13155.1,-0.1385
Servicios de regulacion,6172,-17406.16,-0.6216
Hibrido certificado,6172,264383.38,1.8885
Ventana conservadora,6173,56692.55,3.1496
Arbitraje agresivo,6173,-34802.39,-0.3663
Servicios de regulacion,6173,-14979.95,-0.535
Hibrido certificado,6173,-73101.83,-0.5222
Ventana conservadora,6174,69010.53,3.8339
Arbitraje agresivo,6174,-20940.64,-0.2204
Servicios de regulacion,6174,-15558.67,-0.5557
Hibrido certificado,6174,-123354.42,-0.8811
Ventana conservadora,6175,66457.07,3.6921
Arbitraje agresivo,6175,-30267.49,-0.3186
Servicios de regulacion,6175,-20704.21,-0.7394
Hibrido certificado,6175,-142197.05,-1.0157
Ventana conservadora,6176,56685.98,3.1492
Arbitraje agresivo,6176,-25567.87,-0.2691
Servicios de regulacion,6176,-19804.79,-0.7073
Hibrido certificado,6176,-166061.19,-1.1862
Ventana conservadora,6177,59986.37,3.3326
Arbitraje agresivo,6177,7892.22,0.0831
Servicios de regulacion,6177,-28661.23,-1.0236
Hibrido certificado,6177,-95003.03,-0.6786
Ventana conservadora,6178,59833.67,3.3241
Arbitraje agresivo,6178,-43399.19,-0.4568
Servicios de regulacion,6178,-14618.62,-0.5221
Hibrido certificado,6178,-84775.16,-0.6055
Ventana conservadora,6179,48191.25,2.6773
Arbitraje agresivo,6179,-23626.4,-0.2487
Servicios de regulacion,6179,-14600.9,-0.5215
Hibrido certificado,6179,-143252.1,-1.0232
Ventana conservadora,6180,60731.9,3.374
Arbitraje agresivo,6180,-36494.63,-0.3842
Servicios de regulacion,6180,-22443.81,-0.8016
Hibrido certificado,6180,-126664.84,-0.9047
Ventana conservadora,6181,53241.04,2.9578
Arbitraje agresivo,6181,-5645.89,-0.0594
Servicios de regulacion,6181,-11820.11,-0.4221
Hibrido certificado,6181,-155842.35,-1.1132
Ventana conservadora,6182,50729.24,2.8183
Arbitraje agresivo,6182,1947.66,0.0205
Servicios de regulacion,6182,-29062.64,-1.038
Hibrido certificado,6182,-101468.14,-0.7248
Ventana conservadora,6183,50040.01,2.78
Arbitraje agresivo,6183,-22616.27,-0.2381
Servicios de regulacion,6183,-15778.81,-0.5635
Hibrido certificado,6183,-130253.51,-0.9304
Ventana conservadora,6184,74600.97,4.1445
Arbitraje agresivo,6184,-13303.97,-0.14
Servicios de regulacion,6184,-17027.61,-0.6081
Hibrido certificado,6184,-63817.73,-0.4558
Ventana conservadora,6185,59151.74,3.2862
Arbitraje agresivo,6185,-16701.93,-0.1758
Servicios de regulacion,6185,-14590.41,-0.5211
Hibrido certificado,6185,-40158.45,-0.2868
Ventana conservadora,6186,51151.94,2.8418
Arbitraje agresivo,6186,-57144.66,-0.6015
Servicios de regulacion,6186,-19289.48,-0.6889
Hibrido certificado,6186,-148109.9,-1.0579
Ventana conservadora,6187,59469.54,3.3039
Arbitraje agresivo,6187,-48517.08,-0.5107
Servicios de regulacion,6187,-17141.37,-0.6122
Hibrido certificado,6187,-127226.53,-0.9088
Ventana conservadora,6188,73868.11,4.1038
Arbitraje agresivo,6188,-29621.98,-0.3118
Servicios de regulacion,6188,-11174.7,-0.3991
Hibrido certificado,6188,-106640.38,-0.7617
Ventana conservadora,6189,55504.64,3.0836
Arbitraje agresivo,6189,-40168.58,-0.4228
Servicios de regulacion,6189,-28070.08,-1.0025
Hibrido certificado,6189,-113163.72,-0.8083
Ventana conservadora,6190,41922.34,2.329
Arbitraje agresivo,6190,-25420.24,-0.2676
Servicios de regulacion,6190,-18599.94,-0.6643
Hibrido certificado,6190,-155073.52,-1.1077
Ventana conservadora,6191,57100.91,3.1723
Arbitraje agresivo,6191,-26173.97,-0.2755
Servicios de regulacion,6191,-14653.38,-0.5233
Hibrido certificado,6191,-132157.95,-0.944
Ventana conservadora,6192,50790.81,2.8217
Arbitraje agresivo,6192,-63742.51,-0.671
Servicios de regulacion,6192,-16238.59,-0.5799
Hibrido certificado,6192,-132702.79,-0.9479
Ventana conservadora,6193,59364.89,3.298
Arbitraje agresivo,6193,-35768.32,-0.3765
Servicios de regulacion,6193,-26366.36,-0.9417
Hibrido certificado,6193,-109958.24,-0.7854
Ventana conservadora,6194,60127.77,3.3404
Arbitraje agresivo,6194,-16789.42,-0.1767
Servicios de regulacion,6194,-12493.22,-0.4462
Hibrido certificado,6194,-56381.36,-0.4027
Ventana conservadora,6195,73513.46,4.0841
Arbitraje agresivo,6195,-55321.14,-0.5823
Servicios de regulacion,6195,-20905.94,-0.7466
Hibrido certificado,6195,-138571.95,-0.9898
Ventana conservadora,6196,56939.08,3.1633
Arbitraje agresivo,6196,-78320.45,-0.8244
Servicios de regulacion,6196,-19779.54,-0.7064
Hibrido certificado,6196,-98183.11,-0.7013
Ventana conservadora,6197,58836.49,3.2687
Arbitraje agresivo,6197,-18837.8,-0.1983
Servicios de regulacion,6197,-17336.65,-0.6192
Hibrido certificado,6197,-121251.69,-0.8661
Ventana conservadora,6198,60060.85,3.3367
Arbitraje agresivo,6198,2399.21,0.0253
Servicios de regulacion,6198,-20896.2,-0.7463
Hibrido certificado,6198,-140124.83,-1.0009
Ventana conservadora,6199,63647.98,3.536
Arbitraje agresivo,6199,-61781.47,-0.6503
Servicios de regulacion,6199,-20095.14,-0.7177
Hibrido certificado,6199,-154960.01,-1.1069
Ventana conservadora,6200,52929.29,2.9405
Arbitraje agresivo,6200,-11042.25,-0.1162
Servicios de regulacion,6200,-19726.76,-0.7045
Hibrido certificado,6200,8078.38,0.0577
Ventana conservadora,6201,39536.55,2.1965
Arbitraje agresivo,6201,-55306.82,-0.5822
Servicios de regulacion,6201,-19561.21,-0.6986
Hibrido certificado,6201,-142176.73,-1.0155
Ventana conservadora,6202,65125.26,3.6181
Arbitraje agresivo,6202,-44362.24,-0.467
Servicios de regulacion,6202,-23960.67,-0.8557
Hibrido certificado,6202,11062.92,0.079
Ventana conservadora,6203,49289.47,2.7383
Arbitraje agresivo,6203,-44549.8,-0.4689
Servicios de regulacion,6203,-16340.71,-0.5836
Hibrido certificado,6203,-123390.88,-0.8814
Ventana conservadora,6204,51342.42,2.8524
Arbitraje agresivo,6204,-46630.69,-0.4908
Servicios de regulacion,6204,-16260.34,-0.5807
Hibrido certificado,6204,-109274.9,-0.7805
Ventana conservadora,6205,61592.29,3.4218
Arbitraje agresivo,6205,-42368.09,-0.446
Servicios de regulacion,6205,-25114.08,-0.8969
Hibrido certificado,6205,-102528.79,-0.7323
Ventana conservadora,6206,57968.08,3.2204
Arbitraje agresivo,6206,-17623.11,-0.1855
Servicios de regulacion,6206,-20539.65,-0.7336
Hibrido certificado,6206,-106776.79,-0.7627
Ventana conservadora,6207,70990.44,3.9439
Arbitraje agresivo,6207,37216.24,0.3917
Servicios de regulacion,6207,-18706.42,-0.6681
Hibrido certificado,6207,-116319.42,-0.8309
Ventana conservadora,6208,66571.65,3.6984
Arbitraje agresivo,6208,-46670.05,-0.4913
Servicios de regulacion,6208,-16543.3,-0.5908
Hibrido certificado,6208,-103415.89,-0.7387
Ventana conservadora,6209,54756.53,3.042
Arbitraje agresivo,6209,-13817.37,-0.1454
Servicios de regulacion,6209,-15598.32,-0.5571
Hibrido certificado,6209,-78683.02,-0.562
Ventana conservadora,6210,56800.51,3.1556
Arbitraje agresivo,6210,38153.81,0.4016
Servicios de regulacion,6210,-17886.88,-0.6388
Hibrido certificado,6210,-101220.26,-0.723
Ventana conservadora,6211,55098.92,3.0611
Arbitraje agresivo,6211,-11721.14,-0.1234
Servicios de regulacion,6211,-13425.87,-0.4795
Hibrido certificado,6211,-136873.39,-0.9777
Ventana conservadora,6212,65722.02,3.6512
Arbitraje agresivo,6212,28618.26,0.3012
Servicios de regulacion,6212,-24385.52,-0.8709
Hibrido certificado,6212,-100819.4,-0.7201
Ventana conservadora,6213,47839.42,2.6577
